https://uhs.berkeley.edu/coronavirus-covid-19-information , University Health Services , 2020-01-01
https://berkeleyside.com/2020/03/14/uc-berkeley-student-has-reportedly-tested-positive-for-covid-19 , UC Berkeley student tests positive for COVID-19 , 2020-03-14
https://spo.berkeley.edu/procedures/covid19.html , COVID-19 Guidance , 2020-03-13
https://publichealth.berkeley.edu/coronavirus/berkeley-public-health-experts-weigh-in-on-covid-19/ , Berkeley Public Health Experts Weigh in on COVID-19 , 2020-04-03
https://internationaloffice.berkeley.edu/coronavirus-covid-19-updates-faq , Coronavirus (COVID-19) Updates & FAQ , 2020-03-16
