https://blink.ucsd.edu/HR/services/covid-19/ , COVID-19 Information for Staff at UC San Diego , 2020-04-02
https://health.ucsd.edu/coronavirus/Pages/default.aspx , Coronavirus (COVID-19) Information for Patients & Visitors , 2020-04-03
https://coronavirus.ucsd.edu/ , UC San Diego COVID-19 Information , 2020-01-01
https://vcsa.ucsd.edu/news/covid-19-info.html , COVID-19 Information for Students , 2020-01-01
https://go.ucsd.edu/2W9V3cz , COVID-19¹ information for UC employees , 2020-04-02
https://ucsd.edu/ , Look Deeper , 2020-04-03
https://aps.ucsd.edu/facdev/covid-19/index.html , COVID-19 Academic Affairs FAQs and Resources , 2020-03-26
https://artpower.ucsd.edu/coronavirus/ , COVID-19 Updates , 2020-01-01
https://ucsdnews.ucsd.edu/this-week/ , UC San Diego News Center , 2020-04-03
